rating,review,,,,,,,,,
3,feel like old bread,,,,,,,,,
1,sambar me salt jyada tha aur dosa toh bohat salted bana diya not good taste,,,,,,,,,
4,BEST,,,,,,,,,
1," Shambhar, it was like additional salt and lime added.. ",,,,,,,,,
5,Food was not up to mark  &amp,also restaurant  didn't  sent cutlery &amp,delivery was also delayed so I want to give negative star &amp,please don't register such type of restaurant on your platform . Thanks,,,,,,
2,not spuan and not plat,,,,,,,,,
5,cheat on me item are missing I need money back,,,,,,,,,
1,not a on time delivery,,,,,,,,,
3,bekar peking bekar food manny west,,,,,,,,,
5,i already told that send Manchurian with 3-4 spoon<br/>but resturant sens food without any spoon.<br/><br/><br/><br/>back my money,,,,,,,,,
1,So Bad Test Don't Order To This Restorent,,,,,,,,,
1,I forgot the number of time I ordered from here.<br/>Every time same taste and quality.,,,,,,,,,
5,Mast,,,,,,,,,
5,good and humble person,,,,,,,,,
5,testy and healthy,,,,,,,,,
1,the order took more than one hour to reach us,,,,,,,,,
5,"they are totaly irresponsible <br/>how can any one eat bhaji without pav,they send bhaji but not pav",,,,,,,,,
2,I don't like this items,,,,,,,,,
3,oder late food is bad my money back guarantee dijiye please,,,,,,,,,
2,quantity sahi nahi he,,,,,,,,,
5,not good taste at all it like they just did a basic pepper tadka and while eating the garlic busted in my mouth which makes me spit the food and the vegetables are raw as hell its like eating noodles with just raw veggies and pepper tadka no salt and no taste,,,,,,,,,
1,Thanks for considering my request of providing separate containers of sambhar-chatni <br/>for each dosa,,,,,,,,,
5,good,,,,,,,,,
1,didn't follow instructions which I gave,,,,,,,,,
1,thanks,,,,,,,,,
1,good taste,,,,,,,,,
5,testy but quantity poor,,,,,,,,,
5,Gulab Jamun Not Received,,,,,,,,,
5,not chhachh- gulab jamun not good service,,,,,,,,,
5,no test bad quality,,,,,,,,,
5,I ordered special deluxe from this outlet..thali was good. Amazing service...... Keep up the good work always guys... <br/><br/><br/>,,,,,,,,,
5,order is not properly and quantity is very lo (cutting),,,,,,,,,
4,Dal fry jeera rice must try here.. awesome taste.. delivery service very fast.. highly recommended to everyone 👍,,,,,,,,,
3,Yesterday i ordered food.. its was yummy taste.. Delivery service very fast.. Food was awesome.. highly recommended,,,,,,,,,
3,Try kaju butter masala very good taste... very good service.. <br/>Very tasty and hygenic food... My experience was good 👍,,,,,,,,,
4,Sabji paneer butter Masala is very very yummy... wonderful service excellent food with good quality.. Nice experience <br/>,,,,,,,,,
4,i cant order in future from ur restaurant..😡😡,,,,,,,,,
3,there is no spoon and paper plates,,,,,,,,,
5,the food quality very bad,,,,,,,,,
1,very bad thali,,,,,,,,,
5,Very bad quality,,,,,,,,,
5,is hotel me koy order mat kar na hotel Wale hamko bhikhari samjhte he,,,,,,,,,
5,Ekadam bekar khana,,,,,,,,,
5,first and worst experience,,,,,,,,,
1,best service,,,,,,,,,
1,West of money <br/>Totally loss food is not fresh,,,,,,,,,
1,food is very very cold,,,,,,,,,
1,nice,,,,,,,,,
1,nice,,,,,,,,,
1,third class,,,,,,,,,
5,not packing good and not satisfied,,,,,,,,,
5,don't order a plate with 2 pc because you will only get 1 instead of 2 pc,,,,,,,,,
5,बेकार खाना एक दम से,,,,,,,,,
5,Roti is plaan and very let dilevari,,,,,,,,,
1,thik,,,,,,,,,
1,khana bheja h ya mazak kiya h,,,,,,,,,
1,paise west poor quality,,,,,,,,,
1,<br/>very bad quality of food in this price,,,,,,,,,
3,food if sogy. cold,,,,,,,,,
1,"mix veg subji missing, roti was 3 not 4 it is waste of money.",,,,,,,,,
1,Total waste money,,,,,,,,,
2,food is not proper and quantity is not as per price. food has not any test and some items described like papad and sweets are not given in delivery order.,,,,,,,,,
1,khane me kuch bhi thik nahi hai<br/>khana bhi thanda hai,,,,,,,,,
1,service not satisfied,,,,,,,,,
1,👌👌👌👌👌👌nice,,,,,,,,,
1,not prepared perfect order<br/>I order extra 2rotti.<br/>but didn't recieved.,,,,,,,,,
1,sabji alag bheja he or aachar (pickle) to aaya hi nahi he test everage packing are without beg only dish hand over,,,,,,,,,
1,paking ke sath beg bhai hona chahiye,,,,,,,,,
1,isse bakvas thaali hamne aaj tak nahi khaee. dal aur sabji baasi mili.,,,,,,,,,
1,found plastic thread in the food<br/>very poor hygiene,,,,,,,,,
1,<br/>packing so bad plz proper packing,,,,,,,,,
1,Very good,,,,,,,,,
1,bad taste,,,,,,,,,
1,not bad,,,,,,,,,
5,"but ,Delivery is Very Let...",,,,,,,,,
5,nice taste,,,,,,,,,
1,only rice in it .small 4-5 pices chiken only .no meaning of chiken biryani,,,,,,,,,
5,Ab pehle se bahot hi low quantity  aa rahi hai,,,,,,,,,
3,good,,,,,,,,,
1,not proper packing of food<br/>gravy material is send in this type of packing,,,,,,,,,
3,my everytime service please his man,,,,,,,,,
1,No chicken in chicken rice,,,,,,,,,
1,Chicken Biryani Quality need improvement...,,,,,,,,,
4,instructions me likha tha without gravy uske bad bi gravy bhej diya,,,,,,,,,
3,not good,,,,,,,,,
5,"Zomato delivery is not satisfied, order is ready but Zomato man is not there at time.",,,,,,,,,
4,verey nice food,,,,,,,,,
1,please provide fresh &amp,hygiene foods,,,,,,,,
1,nice,,,,,,,,,
1,good<br/>,,,,,,,,,
1,Packing was not at all good <br/>All oil  spread on other items n my meal was spoiled,,,,,,,,,
1,little more improvement,,,,,,,,,
1,all order leakage form container,,,,,,,,,
5,actually what i ordered and what i got both is different...i ate many times in same dish same restaurant. ruin my evening,,,,,,,,,
2,This time food is very bad ni tesh also chicken pics is not good after eat very bad semll In this food . Test also bed so not very happy this service and food quality..😡😡,,,,,,,,,
5,quality of food.,,,,,,,,,
4,masala papad ka packet 40 rs ka hota hai ...aur aap ek papad 40 ka dete ho,,,,,,,,,
1,rude behaviour,,,,,,,,,
5,It was totally different from what I’ve order,,,,,,,,,
1,good food,,,,,,,,,
5,Waste of money,,,,,,,,,
1,Terrible experience there was nail in the roti. The photo is attached next to the bolus,,,,,,,,,
1,no onion or chutney send my with order,,,,,,,,,
3,very bad packaging,,,,,,,,,
1,Every time food quality is good but this time I think it's very salty.both starters are not estable.,,,,,,,,,
1,fine,,,,,,,,,
4,dabe me se oli nikla tha or ... maf kr naa 65 acha tha baki sab me problem hi hai chaval me namak nhi tha or roti  aachi trha se paki nhi thi aaj peli bar muje order me mza nhi aaya☹️ khana let aaya or ye sab thik nhi lga,,,,,,,,,
3,mast,,,,,,,,,
2,make it more spicy 🔥,,,,,,,,,
1,good,,,,,,,,,
1,Covenity problem also test,,,,,,,,,
5,the delivery boy forget the place I marked and goes wrong way but biryani taste and his before time come on that area that I like what ever  he get wrong turn but taste is awesome,,,,,,,,,
5,good service,,,,,,,,,
1,not good,,,,,,,,,
1,nice chicken biryani recipe so happy 😊,,,,,,,,,
5,very nice,,,,,,,,,
4,Taste is not good and instead of tikka biryani normal biryani had come,,,,,,,,,
2,mast,,,,,,,,,
5,bakwash biryani thi yaha se kabhi mat mangana,,,,,,,,,
1,i got found stone inside the package very bed experience,,,,,,,,,
5,wong recommend,,,,,,,,,
1,nice,,,,,,,,,
1,on time,,,,,,,,,
1,biryani me bal nikal rahe h bahut h ghatiya saf safai bilkun nahi h 😔,,,,,,,,,
2,all taste same,,,,,,,,,
1,very very nice,,,,,,,,,
1,super test,,,,,,,,,
1,nice,,,,,,,,,
5,Ok Ok,,,,,,,,,
5,nice,,,,,,,,,
3,Tasty Biryani 😋,,,,,,,,,
1,nice,,,,,,,,,
4,30 mint after needs to biryani 😏,,,,,,,,,
5,bad food,,,,,,,,,
5,good,,,,,,,,,
4,good,,,,,,,,,
5,"Filled with plain rice,",,,,,,,,,
4,not a good test,,,,,,,,,
1,Best of luck,,,,,,,,,
5,Great,,,,,,,,,
1,delivery service is very fast and delivery boy is good in behaviour....,,,,,,,,,
5,"it is not a biriyani, pathetic taste",,,,,,,,,
5,That’s cheating I’m ordering chicken biryani hi was send me paneer biryani,,,,,,,,,
5,good behaviour,,,,,,,,,
1,very good behave and timely reach at location....,,,,,,,,,
3,exalnt,,,,,,,,,
5,best biryani ever go for it taste is soo good enjoy,,,,,,,,,
1,good,,,,,,,,,
4,Did not receive the peri peri fries with frankie even after paying for both of them,,,,,,,,,
5,It’s good but not same taste compared to last ordered,,,,,,,,,
5,make it a little soft,,,,,,,,,
5,"it was not what I order it was something different Frankie's needs improvement 🫥🫥never order from Zomato other delivery apps are better <br/>sorry , Regards ",,,,,,,,,
5,i order 3 Diffrent test Frankie total order 4 <br/>restaurant send all food in same packing without any TAG all mixed up and and not found without. Having test also used plastick silver chief paper used,,,,,,,,,
5,worst food ever,,,,,,,,,
2,it's not same which I ordered its full of test less poteto and too much mayonnaise insted of cheess,,,,,,,,,
5,"I order this often, but this time it did not taste the usual. ",,,,,,,,,
5,I ordered 2 frankies but none was labelled.. hassel to identify which one was which otherwise food was good.,,,,,,,,,
1,Never going to order from here as this the order I got was not that i ordered,,,,,,,,,
1,jain kese pata chalengea,,,,,,,,,
1,I ordered 2 franky but  I only get one,,,,,,,,,
1,it's stale food taste is very bad,,,,,,,,,
1,very bad,,,,,,,,,
2,hope no paneer &amp,cheese extra add😒😒😒,,,,,,,,
3,amazing 👏 ...<br/>,,,,,,,,,
1,"we needs delivery man like him, ",,,,,,,,,
1,perfect,,,,,,,,,
4,amazing,,,,,,,,,
1,the packaging has to be appropriate.,,,,,,,,,
1,no more cheese nd no test,,,,,,,,,
1,"yes, we wait for long to get good tasty good for our hunger but this is not what we deserve after paying good amount....",,,,,,,,,
4,Tha packeging was nt proper the frankie was nt properly packed and cnt be easily eat all the stuff was coming out,,,,,,,,,
3,no taste,,,,,,,,,
3,pahle jaisa taste nahi tha and crspy nahi tha<br/>packing not good,,,,,,,,,
1,Awesome. Will repeat again in future,,,,,,,,,
1,empty frankie no materials inside,,,,,,,,,
1,very bad,,,,,,,,,
1,"highly unsetisfectry uncooked and unbeatable food,never going to try again ",,,,,,,,,
5,Bad food .,,,,,,,,,
4,The Frankie was not tasty. The vegetables used did not seemed fresh.,,,,,,,,,
2,i have told the instructions then also not follow,,,,,,,,,
1,testy ynmm,,,,,,,,,
3,vry bad,,,,,,,,,
5,Very bad. It was not special it was jst chinese franky. Ntng special.,,,,,,,,,
1,Bakwas test,,,,,,,,,
1,Worst food test lesss wala paisa Waisted he bhi koi magana matt Yaha se ghatiya hain khud test kr ke bol rha hun bohot hi jyada worsted test hain,,,,,,,,,
1,Manchurian cheeze ki jagah paneer cheeze frankie deliver aai he<br/>Bahot bekar thi Frankie,,,,,,,,,
1,thank you faster dilevary,,,,,,,,,
4,pls don't delay in delivery 👍,,,,,,,,,
1,Take this back,,,,,,,,,
2,nice,,,,,,,,,
1,"I've always enjoyed this combo. Being a foodie, this combo never disappoints me. It costs around 183 rupees(including delivery taxes) and doesn't disappoint at all. The quantity and taste is such a delight. ",,,,,,,,,
5,Very Bad Test. No value of money. <br/>Only two peace in chicken laziz handi.,,,,,,,,,
1,good,,,,,,,,,
1,Nice Service,,,,,,,,,
1,very poor quantity,,,,,,,,,
1,masala Kam tha,,,,,,,,,
1,hopeless taste never order again.,,,,,,,,,
5,roti main se dhaga(thread nikala). dhyan se<br/><br/>aaj ki roti bhi barabar nahj thi..aisa laga dusri kahi jagah se bana ke bheji hau total disappointment,,,,,,,,,
3,Delivery was soo late.! It have taken almost 50min for delivery,,,,,,,,,
1,"I placed the order for butter roti and i got chappathi, not fair",,,,,,,,,
3,The item i recieved was not Laziz Handi ...i don't know what it was but was of very poor quality...first time I had this bad experience....,,,,,,,,,
2,😡😡,,,,,,,,,
1,happy,,,,,,,,,
2,want refund,,,,,,,,,
1,authentic chicken biryani taste you have in this Hyderabadi chicken dum biryani recipe Delhi Dastarkhwan.. i always order Biryani only from you because of that original aroma and taste.. i really appreciated 👍🏻,,,,,,,,,
4,hopeless,,,,,,,,,
1,worst graby ever,,,,,,,,,
1,worst taste ever,,,,,,,,,
5,very delicious but too spicy,,,,,,,,,
1,worst restaurant i have ever seen i received cockroach in biryani 🤮🤮🤮🤮🤮,,,,,,,,,
5,very nice 👍,,,,,,,,,
1,na Biryani wala color hai na Biryani wali khushbu sale ne chawal ubaalkar bhej diya aur band karte hotel,,,,,,,,,
1,Very Bad,,,,,,,,,
5,very bed,,,,,,,,,
1,Its not taste like fried rice,,,,,,,,,
1,briyani me masala kam tha,,,,,,,,,
5,To late delivery,,,,,,,,,
1,it can not be called biryani...it was just rice (. tasteless) and 2 chicken pieces (blend) ...<br/>pathetic taste and worst biryani I ever had,,,,,,,,,
5,WORST ROTI,,,,,,,,,
5,yummy,,,,,,,,,
1,The food wasn't worth more than 200 rupees,,,,,,,,,
1,tasty is awesome,,,,,,,,,
1,specially requested for green chutney but not  received . it's every time happening,,,,,,,,,
5,food was not as per taste. it wasn't tasty. chap was not cooked properly,,,,,,,,,
1,It was my bad expernce,,,,,,,,,
1,nice,,,,,,,,,
5,Worst people at restaurants,,,,,,,,,
5,Only oil floating even no onion given,,,,,,,,,
5,taste was good but portion was less,,,,,,,,,
1,authentic test,,,,,,,,,
5,bekr khana,,,,,,,,,
1,the quality was not as good as before.,,,,,,,,,
1,quantity is low,,,,,,,,,
5,uncooked and salty food,,,,,,,,,
1,Increase portion of sabji.,,,,,,,,,
1,bad preparing,,,,,,,,,
5,very rough behavior of restaurant staff on phone,,,,,,,,,
5,good,,,,,,,,,
5,Items were missing And Refund amount was not equal To order,,,,,,,,,
3,👎,,,,,,,,,
3,No garlic in cheese garlic nan,,,,,,,,,
2,pl.refund my Dal Fry rupees,,,,,,,,,
1,surb teste,,,,,,,,,
3,Quantity is also not appropriate to serve 1 person and rirce dal bhth are verymuch undercooked,,,,,,,,,
5,supplied two mix veg Paratha,,,,,,,,,
2,good,,,,,,,,,
1,full thali me jira rice Dal fry to Tahi nahi,,,,,,,,,
1,Great food😊,,,,,,,,,
3,best dal makhani,,,,,,,,,
5,nice job and behaviour,,,,,,,,,
5,"I have ordered paneer cheese paratha and there is no cheese added, completely disappointed very bad management and horrible experience",,,,,,,,,
5,delivery boy was good,,,,,,,,,
1,taste is good but portion is too less.,,,,,,,,,
5,munchuriyan is very cold and roti is very cold not happy,,,,,,,,,
5,paratha is not well coked,,,,,,,,,
1,not proper food  packing delievery <br/>plz seen proper food packaging any order,,,,,,,,,
1,test is superb but salad is not received need salad,,,,,,,,,
4,Super,,,,,,,,,
2,have order 2 dhosa...only received 1 dhosa...poor service,,,,,,,,,
2,Food is not pack properly,,,,,,,,,
5,"No Salad, Maisoor quantity is too less",,,,,,,,,
3,low quantity,,,,,,,,,
1,1 item sada dhosa want delivered or quantity was less,,,,,,,,,
3,Good job,,,,,,,,,
1,Good job,,,,,,,,,
1,thik hai,,,,,,,,,
4,excellent,,,,,,,,,
2,your app pic and practical product very wrong your Parsaul not ok,,,,,,,,,
2,taste is good but sells the items way more costly than offline,,,,,,,,,
5,fast delivery boy 🚝 bullet boy,,,,,,,,,
5,good cooking real food and very good restaurant in very very very good,,,,,,,,,
5,very bad service,,,,,,,,,
2,Pls Don't Order Any Food Malhar Dhosa Totally Waste Of Money And Time,,,,,,,,,
4,delivery boy not us zometo t shirt ❌,,,,,,,,,
5,awesome 👍👍,,,,,,,,,
1,Good,,,,,,,,,
4,very bed service next time no any order on malhar,,,,,,,,,
3,good service,,,,,,,,,
3,half quantity of extra paper delivered......... never order..............................................,,,,,,,,,
5,Paper is not good,,,,,,,,,
3,4*,,,,,,,,,
1,Product quantity is less with compare to price and mentioned instructions was not followed.,,,,,,,,,
4,It was very very tasty but not satisfactory for 1 person,,,,,,,,,
1,improve  portion size  taste is good n provide  more  chutney n sambhar,,,,,,,,,
5,Rhoda taste is delicious and<br/> good and packaging is very good.,,,,,,,,,
1,pleaseeee put more chutney and sambar in next order,,,,,,,,,
5,sambhar is sweet .. with dosa sambhar must be little sour,,,,,,,,,
4,So tasty in malhar dosa it's food are so spicy and very good and serves so aap cool and are special le dosa has the very tasty and mysore dosa has the so yummies,,,,,,,,,
5,Not good we ordered Paneer dosa<br/>We mentioned extra daal &amp,chutney but not provided even salt was less so this time malhar was not up to matk,,,,,,,,
5,"Good restaurant, If you find the restaurant for Dhosa, chhose with restaurant Quality as well test is also good, restaurant Owner attitude is Very nice provide a gudiline of food....",,,,,,,,,
5,"We went over this place to have surati styled Dosa, they have a decent seating space which is neat n clean and hygienic.<br/><br/>Ordered two flavours of dosas-<br/><br/>Mysore Masala Dosa (it tastes so good that we ordered it twice, so authentic Indian spices flavours and very crisp dosa)<br/><br/>Gini Roll Dosa ( it was lil bit spring roll style, stuffing with a mix taste of bhaaji and pizza toppings - good in flavours and crispiness)<br/><br/>They Serve dosas with unlimited offering of Sambhar, Coconut Chatni and Onion &amp; Tomato Mix Salad.<br/>The add on to this place is their in-house prepared mouth freshener (mukhwaas) sweet and salty at the same time.<br/><br/>Looking forward to visit this place with family. ",,,,,,,,,
5,"They have unique flavours of dosa , especially a corn one , we ordered it and it was very tasty , worth trying.<br/>Family place with tasty food and ambience is not much but food is good ",,,,,,,,,
2,very nice n very tasty 😋,,,,,,,,,
5,bekar,,,,,,,,,
5,amazing,,,,,,,,,
5,Average,,,,,,,,,
5,Worst ever taste,,,,,,,,,
2,Cold rice served,,,,,,,,,
5,veree good,,,,,,,,,
4,very nice test,,,,,,,,,
1,good,,,,,,,,,
5,nice,,,,,,,,,
3,sab meetha h,,,,,,,,,
5,...,,,,,,,,,
5,Sambhal very cold,,,,,,,,,
2,nice 👍👍👍🙂🙂🙂,,,,,,,,,
1,good,,,,,,,,,
5,good,,,,,,,,,
5,good,,,,,,,,,
5,quantity is lesses then expected,,,,,,,,,
5,Good,,,,,,,,,
4,nice 👍,,,,,,,,,
2,good,,,,,,,,,
5,mane dhaniya nathi bhavta atle,,,,,,,,,
1,good,,,,,,,,,
1,Everything is like Testy so thanks brother,,,,,,,,,
5,nice 👍,,,,,,,,,
5,good,,,,,,,,,
5,Gud service,,,,,,,,,
1,I want my money back.  and also do collect your food. I am not going to eat this.,,,,,,,,,
5,good,,,,,,,,,
5,thank you,,,,,,,,,
5,thard Class,,,,,,,,,
5,bad<br/>,,,,,,,,,
5,top,,,,,,,,,
4,TOO SPICY,,,,,,,,,
5,good,,,,,,,,,
5,there is no pickle with paratha,,,,,,,,,
1,khub sars,,,,,,,,,
1,nice,,,,,,,,,
5,good,,,,,,,,,
5,fast delivery,,,,,,,,,
5,good product,,,,,,,,,
2,good,,,,,,,,,
5,speed,,,,,,,,,
5,Best quality,,,,,,,,,
5,cheated in coupon offer.. didn't gave ₹120,,,,,,,,,
1,good job,,,,,,,,,
5,Very good,,,,,,,,,
5,very testy,,,,,,,,,
5,test not good,,,,,,,,,
4,delevery boy behaviour very rude and not a good delivery boy so I suggest next time my order he boy delivery my food .,,,,,,,,,
5,it can not send full order,,,,,,,,,
5,dealy delivery,,,,,,,,,
1,good food,,,,,,,,,
2,very bad experience with Radhe Restuarant.,,,,,,,,,
5,food was not hot enough,,,,,,,,,
5,quantity is not 500 gram,,,,,,,,,
5,too bad,,,,,,,,,
1,supreb delivery men osm,,,,,,,,,
1,Restaurant does not follow the instructions,,,,,,,,,
1,very good fob bro,,,,,,,,,
4,very nice,,,,,,,,,
1,tya jamvi aevu parsal nthi aavtu,,,,,,,,,
2,good food,,,,,,,,,
1,very nice,,,,,,,,,
1,long time,,,,,,,,,
2,🇮🇪,,,,,,,,,
1,thik he ji,,,,,,,,,
5,bad timing,,,,,,,,,
1,very good service,,,,,,,,,
3,ve good,,,,,,,,,
5,All good,,,,,,,,,
5,I sent to msg for the add salad in my order but resturant are not send me salad any package,,,,,,,,,
1,bvui kharb Bali ghyu hatu,,,,,,,,,
5,Totally 3rd class food. Specially manchow soup is gravy manchurian not soup.,,,,,,,,,
5,horrible taste and experience...taste wasn't good,,,,,,,,,
1,uncooked food &amp,test is disgusting,,,,,,,,
5,👌👌👌,,,,,,,,,
1,nice,,,,,,,,,
5,VERY FAST DELIVERY,,,,,,,,,
5,bed Peking,,,,,,,,,
5,nice,,,,,,,,,
3,"It was a wonderful test. If you want to eat, Radhe is the rest of the restaurant. Nowhere else. Best in the test. Radhe is the best. Thank you Radhe staff. And Zomato.",,,,,,,,,
1,waste money,,,,,,,,,
1,quantity is less,,,,,,,,,
1,taste not good,,,,,,,,,
5,superb,,,,,,,,,
5,right time delivery,,,,,,,,,
5,nice work,,,,,,,,,
5,food quality is good,,,,,,,,,
5,very tasty,,,,,,,,,
1,test not well,,,,,,,,,
1,my contact : 99094 74065 <br/>1 star pn na apai rating ma ...,,,,,,,,,
1,nice,,,,,,,,,
5,Taste has been changed from past orders,,,,,,,,,
3,Good Working,,,,,,,,,
5,not as good as other restaurants<br/>quantity less<br/>not following my instructions<br/>more colour added<br/>,,,,,,,,,
5,followed all instructions. good,,,,,,,,,
1,very poor,,,,,,,,,
1,no taste in dal fry,,,,,,,,,
3,Not satisfied with the taste,,,,,,,,,
2,Vegetable and Sandwich not Good,,,,,,,,,
5,all the liquid spil inside whole packet.<br/>how can i serve this..so messy parcel n packing.very bad.not satisfied,,,,,,,,,
5,nice,,,,,,,,,
1,salt is not there in biryani 😅,,,,,,,,,
5,Food is not good …….,,,,,,,,,
5,this food was  not a alpha restaurant. food so bad.,,,,,,,,,
1,Wonderful in taste,,,,,,,,,
4,delivery guys should be nice to their customer.,,,,,,,,,
5,Excellent Taste,,,,,,,,,
1,West of money,,,,,,,,,
1,before eating giving rating. always love the food from alpha.,,,,,,,,,
5,Grate service,,,,,,,,,
4,nice,,,,,,,,,
5,I will never order anything from this restaurant.,,,,,,,,,
3,fresh fresh,,,,,,,,,
1,quantity bahot hi kam hai price k hisab se👎....taste was 👍👌,,,,,,,,,
1,good,,,,,,,,,
5,than,,,,,,,,,
5,alpha always best..,,,,,,,,,
5,good service,,,,,,,,,
5,The worst i have recived,,,,,,,,,
3,"this the second time this has happened, if this continues, i will post these things on social media to ma ke others aware of zomato's trickery",,,,,,,,,
1,Awesome as always <br/><br/>Love you alpha restaurant,,,,,,,,,
4,GOOD,,,,,,,,,
4,I have already written for less spicy n it was very spicy.,,,,,,,,,
5,🙏🧗,,,,,,,,,
4,very spicy curd was not good,,,,,,,,,
5,good,,,,,,,,,
4,"Since childhood, I love their starter the paneer tikka with that signature green chutney. It's simply heaven to me. And not to forget the paneer butter masala with naan and dal tadka with jeera rice. <br/>You can go for their biryani and noddles as well.<br/>Me and my family totally enjoy there, they have nice staff and excellent service.",,,,,,,,,
1,Test less food.,,,,,,,,,
5,very nice food,,,,,,,,,
4,suprrrbbbbbbbbb,,,,,,,,,
1,ye dono bogas the dal diya dustbeen me,,,,,,,,,
5,best,,,,,,,,,
1,બો ઠંડા હતા વાળા પાવ na ગમ્યા,,,,,,,,,
5,let Ho Gaya,,,,,,,,,
5,The packaging was not upto the mark.,,,,,,,,,
5,bhai chutneys ke pkt 2-2 dal diya kro🤦‍♂️,,,,,,,,,
5,😡😡😡😡🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😡😡😡😡😠😠😡😠😡😡😡😡😡😡😡,,,,,,,,,
5,the picture in delivery menu is just fake.,,,,,,,,,
1,Dabeli without sev n horrible chutney taste,,,,,,,,,
5,supar fast delivery tans,,,,,,,,,
4,Food is  not value for money,,,,,,,,,
1,it's not better than vaishali vda pav,,,,,,,,,
1,this is the worst meal of my life,,,,,,,,,
1,it is really very delicious I like it😋☺,,,,,,,,,
4,good,,,,,,,,,
5,It was not butter wada pau.. no taste of butter. Seems fried in oil or no fried,,,,,,,,,
2,add at least 1 paper cup or dish for ketchup or chutney.,,,,,,,,,
1,not good,,,,,,,,,
3,Worst,,,,,,,,,
1,It was very tasty thank you we got good test sitting at home,,,,,,,,,
4,I received pizza in very bad condition. Can't eat this pizza. delivery boy don't jave sence how bring pizza. he brought pizza in small polythene. Even he unable to location also. he was roaming around location. Delivered pizza after almost 2 hrs.,,,,,,,,,
3,Hi is delivere tha food on time and very polite man<br/>,,,,,,,,,
1,Awesome service👍👍,,,,,,,,,
1,good behaviour,,,,,,,,,
1,pizza burger jevo test nthi,,,,,,,,,
5,Nicr,,,,,,,,,
5,good 👍,,,,,,,,,
1,bekar service che ahithi order nhi karso.bahu j late karse,,,,,,,,,
1,good,,,,,,,,,
5,nice,,,,,,,,,
5,Wanted 1 Burger and 1 Sandwich and received 2 Burgers instead. what will I do of promo codes when I don't receive what I want to eat. Very Poor Management,,,,,,,,,
1,osm testy,,,,,,,,,
5,No,,,,,,,,,
5,fine,,,,,,,,,
5,Kutchi king not send dishesh and made all item very chilly and spicy.,,,,,,,,,
1,good,,,,,,,,,
4,Nice 👍,,,,,,,,,
5,Bov j khrab halat ma mne food mlyu che .. coffee bdhi j bag ma j khrab thy gai nd delivery not good,,,,,,,,,
5,good service,,,,,,,,,
1,no,,,,,,,,,
3,very good food,,,,,,,,,
1,nice,,,,,,,,,
5,tasty tha,,,,,,,,,
1,we have order for no onion no garlic but they send with onion and garlic. on bill it is mentioned no onion and garlic <br/>very bad,,,,,,,,,
5,wroust food,,,,,,,,,
5,super delicious and fresh.,,,,,,,,,
1,nice,,,,,,,,,
5,"Look at it how yuck and disgusting it’s looking, is this the delivery you guys do, I want my refund at the earliest.",,,,,,,,,
5,"The food was stale, the pizza was stale, and the pizza was stale<br/><br/>￼<br/><br/><br/>વાસી ખોરાક હતો આ પીઝા વાસી હતા એક દમ બળવાસ પીઝા.<br/><br/>Uninstall Zomato",,,,,,,,,
5,nice,,,,,,,,,
5,found match stick in food,,,,,,,,,
1,it was nice but not hot,,,,,,,,,
1,Third class,,,,,,,,,
5,I oder masala french fries but i received salted french fries without tamato catchup,,,,,,,,,
5,Waste off my money sb kuch khichpich krke bheja h very bad,,,,,,,,,
1,thank you dilivery man itni baarish me bhi aap ghar pe aaye .. or mera food time to time diliver krne ke liye bahut bahut dhanyawad aapka .....,,,,,,,,,
1,thank you team vege house your burger 🍔 is to much healthy and fresh food totally.    pausa vasul burgur,,,,,,,,,
1,good,,,,,,,,,
4,bestest food I ever have ab yaha se har bar aayega jab bhi aayega,,,,,,,,,
1,nice packing,,,,,,,,,
4,jordar ha bhaiii ek number 😊😊,,,,,,,,,
1,very nice delivery,,,,,,,,,
5,very good,,,,,,,,,
5,jordar bhaiiiii,,,,,,,,,
3,good,,,,,,,,,
5,nice one,,,,,,,,,
5,nice utem,,,,,,,,,
5,super,,,,,,,,,
5,It’s nice,,,,,,,,,
5,this time I don't like your thick shake...<br/>its too much thin shake 😕😕,,,,,,,,,
3,bed review because of zometo service,,,,,,,,,
5,So bed,,,,,,,,,
5,"Coco quality is getting worsen<br/>Day by day.., need improvement.., ",,,,,,,,,
1,Delicious,,,,,,,,,
5,good,,,,,,,,,
4,good,,,,,,,,,
1,કાજુ hi નહીં tha,,,,,,,,,
5,Ok thik thaak i can say🥲,,,,,,,,,
1,👍🏻👌🏻,,,,,,,,,
5,Delivery person should keep change,,,,,,,,,
4,cold coco is not in container but all in plastic bag dur to bad packaging... worst ever experience... dont order from this place....worst,,,,,,,,,
5,nice products,,,,,,,,,
1,1 number,,,,,,,,,
4,order orange juice but taste like sweet lemon juice,,,,,,,,,
5,it is a delightful experience. ordered for the second time,,,,,,,,,
3,Excellant,,,,,,,,,
4,Good to go there &amp,purchase,,,,,,,,
5,"supportive staff, i forget to add cutlery, they give me. ",,,,,,,,,
5,bad experience... sometime like mosquito is in juice.,,,,,,,,,
1,good,,,,,,,,,
4,the best dilivery person,,,,,,,,,
4,good 👍🏻 food,,,,,,,,,
1,In kaju chocolate kaju is smelling,,,,,,,,,
