rating,review
1,"I visited the Fort, Mumbai Restaurant for a breakfast, I was getting late my office is nearby the restaurant.
The crew name Kuldeepkumar took so long to take a single order from the app, while i was placing it from App offers the crew said the QR is not working, i said OK.
Rather than attending a customer, crew was busy talking on the phone and was running for the parcel orders.

When i took my single burger, i really don’t know when it was prepared as it was not prepared freshly on the standard time.

The bread was not at all good, i was suppose to inform the same crew about it.. but i was getting late and was hungry too.. also there was a rush at order taking counter.

What I analysis their must be crews at
morning shift and the restaurant should maintain the quality of the product, according to their location.

I hope this feedback works for you.

Thank you."
4,"This place is in an excellent location and offers a pleasant overall experience. The ambiance is nice, and the service is up to the mark. The staff are friendly, welcoming, and always ready to help, which definitely adds to the comfort of the visit.

The only issue I faced was the strong smell of handwash that seems to linger throughout the place. It can be a bit overwhelming at times. I believe a little attention to improving the fragrance or ventilation would make the environment even better. Apart from that, everything was great!"
5,"My first time in Mumbai with my friend. We tried McDonald's @ Empire Building. It was a pleasant experience with a cozy atmosphere, clean surroundings and friendly staff.."
5,The place is quite good and like the food is also very nice ! The place is peaceful.
1,"Accepted and confirmed an order to deliver for 12 people on my train starting from CSMT. Even asked for and confirmed Rs. 200 delivery charges. On the given date and time, did not deliver and refused to even take the phone call. Cannot be relied on."
5,Delicious food.  I am a non vegetarian and I love the Veg Menu here. . Thanks.  You make my lunch a happy lunch. .
1,We called them up for Corporate order discussion. The Owner was very rude and upfrontly denied any business quoting high rates.
1,Please Don’t do any business or don’t order any food items with this person. He don’t know mean of commitment. Don’t answer also on phone.
5,Good for lunch but restaurant name is something else
5,"This isn't just a restaurant- it's a portal to Goa, in the midst of Mumbai🥰

The owner, Mr Jude, is a delight every time- not only a food connoisseur but also the most hospitable host!

The entrance and the seating area themselves announce the Goa-ness of the treat one is about to indulge in. And then the introduction of every dish , inclusive of discussion of elements of goan cuisine, by Mr Jude is just the experience  that completes the teleportation to goa. 😎

The top dishes for me so far will be chorizo- fries, chicken cafreal  (not included in pics), barbecue pork (not included in pics).

This time we gave Mutton a try despite my fears; and got delightfully surprised by succulent Mutton pieces. Plus Mutton cutlets are a must try- minced Mutton with potato fried with mild spices, no egg... Very nicely done👌

We tried a Goan bread called poee- very interesting,,,, crispy on outside and soft inside. Coated with wheat bran on the outside i think

Although not left for space, complimentary plum cake is still welcomed🤤

And we got luckier this time, we got a flan instead🤩 Creamy and mildly sweet 😍

Still so many dishes left for trying. Will go there many more times for sure!"
5,"It was a good decision to bring my Goan mother for an authentic delicacy. I truly appreciated the way the owner interacted with us. The single staff member was also effective in understanding and conveying our needs.

The dishes we tried, including the ross omelet, sauguti, and chicken cafreal, were truly delightful. We genuinely enjoyed our weekend lunch"
5,"Authentic Goan food, homemade flavours, cozy ambience . Very kindly hosted by Jude."
5,"Amazing place… although we were late they welcomed us and didn’t let us leave without some food. We had the Chicken Xacuti, Mutton curry, Rice and Pav and for desserts Blueberry & Strawberry tarts. The food is well cooked and the hospitality is 10/0. They close at 7.30 pm so if you want to have a taste of Goa in the heart of Mumbai you definitely need to come here"
5,"Great restaurant I found in Google maps and wandered over for lunch.

The pork vindaloo was excellent and the owner was very friendly. We chatted while the food was being prepared and I really enjoyed the meal. Highly recommended."
4,Was good while it was open. Now has closed.
5,
3,
2,"I visited Sbarro recently, and while the pizza was good, the overall experience was incredibly disappointing due to the rude and unwelcoming staff. It felt like they were not bothered about the customers at all. The lack of courtesy and hospitality left me feeling uncomfortable and unwelcome. I won’t be returning to a place where customer service is clearly not a priority."
1,"Really this was one of my worst experiences with Sbarro. This has never happened before with this pizza chain, however this time when we ordered A Chicken Stuffed Pizza for takeaway the Pizza had only 90% bread and 10% filling which made the pizza very dry and made us feel like we were chewing on a piece of bread. I really Expected Better from one of my favourite chains. It was completely not worth the Price.

The ambience is a Food Court on the Ground Floor of the Cinema.

The Service was decent as well."
4,"This outlet is in the sterling theater so the sitting is not of Sbarro but the sitting is shared with other outlets there.
I tried the calzone, cheezy and regular garlic bread and BBQ veg stromboli. Prices are 100,  140, 100 and 190 plus tax respectively.
Both the garlic bread are great and reasonable for the price compared to other chains. It has a burnt garlic taste which is amazing.
The calzone is just a 8inch pizza folded in half, but it's enough to fill up at the prize. It's stuffed with corn onion and capsicum. It's mad with the same dough as the pizzas.
Strombolis are great but little expensive, try Mexican stromboli instead of bbq since bbq is a little sweet.
Staff is friendly and service is quick"
1,"Burnt base. Undercooked base in parts. Bad taste. Both pizza's had no taste. Paneer pizza had no topping and no taste of makhni. No cheese in both pizza's. Waste of money, had to order food again from another outlet."
4,Hi I ordered Tomato Basil & cheese from Sbarro. Well the taste is very good..I personally loved it. You should definitely try it.i will order other pizzas to try.i definitely liked it better than smokin Joe's.. sharing a picture check it..
3,"Visited this place on a weekday, and it was surprisingly empty. The interiors are decent, and the washrooms were clean, which was a plus.

I ordered the chicken biryani, which came with complimentary onions and pickles. However, the biryani was a huge disappointment—it was just chicken gravy mixed with rice, lacking the authentic aroma and flavor of a proper biryani. The taste was far from what I expected, making the dish quite underwhelming.

Given the high prices, I expected much better quality. Unfortunately, the food did not live up to the mark, and I wouldn’t recommend this place. There are definitely better options available for the same price! 👎🏼"
4,"The restaurant serves North Indian dishes having good taste.  Dal Makhani and Lachha  Parantha were too good which can be said truly Punjabi. We also ordered other vegetarian dishes like the starters, veg Manchon soup, mix veg,  paneer dishes etc which were all average in taste. The Coffee was liked by all of us. The service was good and the ambiance soothing. Overall the food was good but not to come with the expectation of getting the taste served in Punjab/ Delhi."
5,"A no frills authentic punjabi restaurant in Ballard estate. It is a very old, iconic Punjabi restaurant in South Mumbai. Food taste is really good. I loved the Rabri.

Ambiance is just wow, very basic but fascinating at the same time. It really gives a vintage feel due to its sheer simplicity."
5,Dilkhush kebab was nice but heavy because of the cheese filling. Masala romali roti was amazing and Amritsari kulcha was also nice but portion size was less
4,"The food was really well prepared. The restaurant has a good vibe and ambience. The crockery and cutlery were also well cleaned. The prices are a bit on the upper side though considering it is almost inching towards the “Fine dine” category. Speaking from the “fine dining” experience, it isn’t quite there yet, but we all really loved the food."
1,"I place order after giving him my full address i asked how much for pizza on a call he din even reply for price and directly disconnected my call
After that I order the same thing from swiggy, when swiggy person reached there for my dilivery jai ganesh person just turned off the dilivery"
5,Amazing breakfast and uncle is very kind hearted. Must visit!
4,Good and tasty food in budget and value for money.
1,My shop mint road  53  jaiganesh pizza corner
5,Too good and very reasonable
4,"If you’re craving authentic North Indian flavors in a cozy setting, Farhang Restaurant is a fantastic choice! The food here is rich, flavorful, and cooked to perfection, making it a must-try for anyone in the mood for a hearty meal.

What we tried:
🧀 Cheese Garlic Naan – Soft, fluffy, and bursting with cheesy goodness and a hint of garlic – absolutely delicious!
🍗 Chicken Seekh Kebab – Juicy, tender, and perfectly spiced, these kebabs were a real treat!
🍛 Butter Chicken – Rich, creamy, and packed with flavor – this is definitely a classic done right!

The service is quick and attentive, and the ambiance is perfect for a relaxed dining experience. The flavors are bold and comforting, making it a great spot for a satisfying meal.

For anyone who loves North Indian cuisine, Farhang Restaurant is a must-visit!

#FarhangRestaurant #NorthIndianCuisine #ButterChicken #SeekhKebab #FoodieLadka #FoodLovers #DeliciousDining"
1,Very Oily food. The Oil is floating above the Gravy we had to separate all the oil before eating. We found Chicken piece in Paneer Tikka sabzi. Pathetic service by this Restaurent. Think twice before Ordering or having a dine in here.
1,"I recently visited this restaurant for dinner with my friends, and while the ambience was quite pleasant, the overall experience was disappointing.

Firstly, the staff were incredibly unprofessional and unhelpful. We were expecting at least a basic level of service, but they fell short in every way. Adding to the frustration, the restaurant doesn’t provide regular water; you have to buy bottled water, and they don't even offer glasses to drink from.

We ordered three chicken dishes, and the portions were surprisingly small. Despite the high prices, the quantity of food left much to be desired. To top it off, several items listed on the menu were unavailable, which was frustrating.

Overall, it has a lot of potential with its nice ambience, but the poor service, lack of basic amenities, and inadequate portions make it hard to recommend. I hope they improve these aspects in the future."
4,The atmosphere is good but the taste is ok.. Service is the worst.. we are here for team lunch.. we like the atmosphere but we don't like service..very poor service..
3,"Well the place is quiet good and specially good with ambience & service part. As I ordered chicken chilly gravy one, there was so much oil in that which I don’t like that at all. They just only remove that oil from that and did not change it ."
3,"I recently ordered from this pizza shop and was quite disappointed. The pizza lacked flavor and was almost tasteless. The garlic bread was also subpar, with a dry and bland taste. For the price, I expected much better quality. While I can't speak for the non-veg pizzas, the overall experience was underwhelming. Given the cost, I was expecting a much more satisfying meal. Sadly, I don't think I'll be returning anytime soon."
3,"I tried the pizza with chicken.  Even though it was a hot summer day, the air conditioning was on when I placed my purchase.

Smoking Joe was never one of my favourites.  Although there are undoubtedly better options available, if you prefer to try this modest business, it was decent for Change.

I only tried it to modify the flavour on my palate.

I spent about 400 rs on it. It is good, in my opinion.If my memory is accurate, they did not provide the opportunity to pay with a credit card. We are really grateful for the upi payment option."
4,"This outlet is the first outlet I specially visited coz I normally used to order from them. The ambiance is friendly and nice. The menu were bit greasy but hygiene was maintained well.
I had cheese garlic bread which was good in taste 4/5
And the pizza we ordered was sweet n spicy chicken pizza but i was a bit disappointed because i was not served the exact pizza i order. I usually always used to have that same pizza whenever I ordered but today the pizza or the sauces were different and wasn’t tasting like normal sweet n spicy pizza. But apart from than pizza was delicious too! Had a great time and this place is recommended for hangouts with friends or having family pizza time. Great experience overall."
1,"So, I would like to direct suggest. There is another pizza shop next to this outlet. Visit there.
Cz smokin Joe's are dishonest chain. No reply on reported issues on mail. It present them careless and unvaluable service, They serve bacha kucha item or whatever they prepared already. Rather coustomrs order.
I had many time order from smoking Joe's bt this outlet has crossed limits."
5,"Wondering to have some delicious pizza. This is the place where u can have those. They have variety of pizza and garlic bread.

The ambience of the place is quiet good and silent. The staff of the place is polite and helpfull. I spend 3 hrs at the place with my friend dint feel bored at all.

I have tried garlic bread and bbq pizza. They were delicious in the taste. The topping done on the pizza was good. Size of the pizza was also good.

Will suggest to visit this place with family and friends as the place is quiet good and silent.

Staff- 🌟🌟🌟🌟🌟
Ambience - 🌟🌟🌟🌟🌟
Food - 🌟🌟🌟🌟🌟"
5,The food I tasted here is awesome and pocket friendly means if ur are hungry and u want to eat healthy food so visit Anand paratha house.
4,"The parathas are tasty and of good quality. Quite cheap in price and good enough in quantity. The atmosphere of the place might not that be good but it is favorable option if you want to have fulfilling parathas in good price. Service is quite moderate. It took around 10 minutes to come. I've ordered Aloo Paneer Paratha.
Their Paneer Bhurji sabzi is average. Consider going for Parathas. They are good."
5,"Over all really good place to have parathas, they really have varieties of paratha, chesse parathas also have sufficient cheese and not so cheesy to over power the taste. Really good food."
5,"Recently, I had the pleasure of visiting Anand Pratha House, and it was a fantastic experience! The food was absolutely delicious, with each dish prepared to perfection. The flavors were authentic, and the service was top-notch, making the overall dining experience truly memorable. I highly recommend it to anyone looking for a great meal and a wonderful ambiance."
5,"These parathas 🫓 were so good—comforting and flavorful, just like home-cooked food. And the price 💰 was super affordable. Highly recommend."
2,"The only cake I have seen over and over again is the black forest. The shop is loaded with black forest cake. Hardly seen any kind of variety in this shop. The other stuffs like puff and cutlets not fresh, taste like leftover.
This is the only cake shop in our area that must be the reason people have no other choice but to take cake from here.
Disappointing"
1,"The shop is mostly closed, the old man is kinda rude, no variety, and cake taste like leftovers.
That's why I always go to sector 15 Monginis to get some service"
1,This Cake shop has been permanently closed now. You can find monginis cake shop in Sector 15 belapur
4,Great place to buy cakes savouries and stuff for birthday parties location is Prabhat centre opp best bus depot
3,Quality is not up to the mark as expected from bran like monginis.
1,I went to this outlet of dominos around 2-3 weeks ago and I realised it has worsened alot than before as the service was worst I experienced server down on 9/10 visits whether be takeaway or dine in and had to order online and the main experience I wanted to share is that this time I went to get the chicken meat balls take away and again I had to order them online as usual they reasoned that server is down and after on 3mins later other 2 customers arrived and the girl making pizza came and took their order normally and I was surprised and I asked her why did she made me do it online ? She started rudely speaking about it's not my concern the server sometimes work n sometimes not and for my order she didn't even try and when I conveyed this to her then she reasoned that they were less on staff but they were having 2 people making pizza and 4 people around the counter so they started to control the situation when I was asking about my order being online nd the other customers normally. Okay it didn't end over here but I had to wait around 25 mins just for the chicken meat balls and once I asked her about how much time it'll take them the girl who was rude earlier and also making pizza came and rudely answered can't you wait lil bit we are busy and this was about waiting for 20 min then asking and after 5 mins I received the order. This outlet of Domino's has really worsened.
1,"Review 2 years ago : Quality Dropped. Bad Customer Service.
Update after 2 years : Not sure how they managed to get even worse. Ordered 2 pizzas, 1 wrong item delivered and both pizzas received are burnt. Store is unresponsive. No accountability!"
3,This Domino's has been there for very very long in Belapur. Situated just next to Cafe Coffee Day. The interiors have gone shabby because it is already 8-9 years old. Other than that during the pandemic they haven't been accepting orders over the counter. All the orders have been placed via their website. Wont say that the staff are friendly. But they arent rude either. Given the way they make their pizza it is inconsistent at best. On somedays it is soft moist and tasty. On some days it is like I'm biting a stale hard and dry pizza.i
5,Nice place topping and cheese was so fresh and pizza was also hot and tasty
3,"Fast delivery, but their garlic breads and pizzas seem to be hitting the bottom rock. But nevertheless.. Good rescue for the late night hungry stomachs."
3,"Last Sunday 9th feb,2025, we visited Navratna Hotel in Seawoods. It's a premium hotel that feels like a South Indian place but also has options for Gujarati food, attracting a Gujarati crowd. We ordered a cheese dosa, a veg grill sandwich, and masala buttermilk. Surprisingly, the cheese dosa had whole cheese cubes Inside that weren't melted or grated, so I asked them to replace it with plain dosa instead and didn't charge for it, only for the cheese dosa. The sandwich was just okay, and the masala buttermilk was so spicy that I couldn't drink it. The service was slow; we had to repeatedly ask them to refill our water glasses and clean the table. The hotel was quite empty when we arrived. Despite these issues, the ambiance was good and it's a decent option in the area."
1,"The restaurant looks good from the outside. It is spacious but the food quality was awful. We ordered two dishes which had similar gravy and the taste wasn't good. Felt like they added too much salt in the dishes.

The atmosphere was terrible. It was noisy and loud. Too much disturbance. It wasn't a pleasant experience for me and my Family"
5,"Navaratna restaurant offers a delightful dining experience with authentic flavors, excellent service, and a warm ambiance. The food is consistently delicious and well-presented—perfect for both casual meals and special occasions. Highly recommended!"
4,"The food we opted was south Indian. The servers was not aware of details of the food and he had to go and get the captain for any details.
Food quality is good. All served on time and parking is also availble.
They have a good menu and both an ac and non-ac section."
5,"Quick service, clean washrooms,
South Indian food is always fresh during day or night or noon session. Have been visiting this restaurant often I pass by Mumbai and every time the food remains good in taste , oil free and colour free!"
4,Food test really good its a street food so hygiene is not upto mark its serves best chole bhature in seawood 😋😋
5,Have eaten chole bhature at brijwasi as well but surprisingly this was better & 4x cheaper as well.
5,"Amazing food boletho JHAKAAS! You have to try the chole bature here!!! 😍😍✨✨

In 45rs you get 2 Bature and good amount of Chole!"
5,"A moving Thela...
Very neat and clean.. of course Chole & Bhature are very tasty..."
5,TOO Good
1,"Ordered for Mother's day Celebration.The Mother's day Cake had hair inside it.
Called the outlet. They said they can't replace as they are very busy.
Our Mother's day celebration was ruined.They asked to send pics. Sent them pics and Video.
Next day Customer care called and apologized and said the money would be refunded via Zomato, the delivery company.
Since then Contacting Store, Customer Care and Zomato. Net Result is Zero.
Wouldn't have posted here if at least the complaint resolution had been good."
5,The pastry is very tasty that's too under rs100 chocolate pastry is also good
5,"Same perfect cakes since past 15 yeats.
Perfect ambience and friendly staff"
4,"Had ordered a birthday cake in a football shape. Shape and colour combinations were great, however taste could jave been better.
Anyways, since my son was happy so paisa wasool!!"
5,Cake are best at every type nd snack also less money nd good tasty snack I just like this place to have quick snacks
5,The food range and variety was excellent for a cafe. The only issue was with this mushroom crepe that we ordered. I would suggest increasing the stuffing to crepe ratio but apart from that it was amazing. The beverages were also well prepared. Staff service was top notch and very welcoming. Would definitely visit again :)
4,"Have been to this place multiple times, and never been dissapointed. Food is always as per my palate. Since I am more of an instant coffee guy, I cant really comment on the coffee served. But my friends have always rated it highly. My wife tried a Cafe Mocha, which she liked a lot."
5,"We found a cosy cafe for you in Seawoods - Olde Baileys

It’s the perfect place for a coffee break or a hearty meal

You’ll get a variety of food options here like salads, starters, sandwiches, pastas, spaghettis and more

And for beverages you can try their coffees, milkshakes, ice teas, mocktails

We loved their zesty nut hot chocolate which has been recently launched along with other flavours

The ambience here is aesthetic and they have an indoor & outdoor seating

They’ll be completing 10 years in January so watch out for some special 10th anniversary offers

Every moment spent here is going to be memorable!"
5,"Well Olde Bailey's is one of the oldest caffe in Navimumbai,The coffe here is amazing specially mocha and Irish coffe, This place sometimes turns into workstation for their regular customer,As they have very specific menu on the list but all are topnotch try their Fried chicken, Grilled chicken with garlic pepper sauce,sicillian pizza, spinach corn cheese balls,chicken patte on toast ,It is my go to place highly recommend is their mud cake you will fall on it"
5,Really good chicken club sandwich and Mango slushy. Must try.
1,"I had purchased 3 butterscotch pastries. But, the pastries were all stale. The bread was too hard and taste was bad. NOT RECOMMENDED.

Also, never ever going to this shop again."
5,The most old and trusted brand Monginis there will be a lot of cake shops nowadays but no one comes close to this. A great cake shop tıll yet
1,"Purchased plum cake, tooo much cinnamon powder, and dry no any plum pieces in that..
Same day purchased chocolate cake and chocolate chips cake too, after 2 day's got fungus in that......I think no any quality and test likes first we found their😏👎👎very disappointed👎"
1,"OMG! The worst experience ever!!!!!!!  First of all they gave us an expired cake and the cream inside was so sour I just can't express it with my words. And when we confronted them the ego of the guy was greater than his height. Guys NEVER EVER GO HERE, GO TO SOME OTHER BRANCH OR SOMETHING.  Wasted my money for this."
1,"The worst place with the worst staff, i brought a cake for my mom , and the cake turned out to be expired , and when we confronted them then man was so rude to us even talked politely to him he was showing unnecessary attitude to us , please don't visit these specific branch guys, I'm their regular customer and they treated me like this imagine how will they treat others . I would like to give them rating in minus infinity. I literally spend my savings on this ."
1,"Kindly check the Order and Amount with the GST Invoice and they cheat with Order Qty and Amount.
Charged 650 instead of Invoice 648.48 without our knowledge.
It's not matter for INR 1.5 but they fooling us, Dominos,
No clean, no hygiene maintained

Just give a check, the lady preparing Pizza her hand is not clean. She prepares with a bare uncleaned hand..."
1,"I recently visited Domino’s and had a Veg Extravaganza Cheese Burst pizza. The taste was okay, but the overall experience was quite disappointing. The ambience was not good at all—hygiene was a major issue. The place didn’t feel clean, and the washroom was in terrible condition.

The service was equally bad. The staff, especially the lady at the counter, seemed least interested in taking orders or assisting customers.

With such poor hygiene and unprofessional service, I would not recommend dining in here. In fact, I wouldn't suggest eating here at all due to these serious cleanliness and customer service issues. Definitely not worth it!"
4,"They serve your favorite Dominos pizzas .
The place is decent to spend time with your family.
You have a view of the kitchen and you can actually see your pizza being made.
There is a parking space as well.
You should definitely try their cheese burst pizza if you love cheese
I personally love their thin crust pizzas as they aren't too heavy.
You should also try their zingy parcels and Tacos.
I won't recommend any of their deserts.
Choco lava cake is a popular one though"
1,"i had a very terrible experience with this particular dominos outlet.  i ordered pizza and it literally takes 35 min to get my food. the pouch of oregano and chilli was missing, no print copy of bill was given. and the worst part is attitude of employee and the way they treated humans after asking any query.. the order was soggy and in very bad condition. toppings mentioned on menu was also missing, there was only lot of corn topping.. they serve garlic bread as a bread only. no taste. as per the policy , no single employee was seems to follow hygiene rules . no hand gloves use nothing.. it takes 15 min to clean the table, no words for washroom mess.. i wont be visiting or ordering food from here again. very bad experience"
1,"I had a terrible experience with the Domino's Pizza in Kharegaon, Kalwa. I ordered a pizza, and the manager informed me it would take one and a half hours for the food to arrive. This is already an unacceptable waiting time, but what made it worse was the manager's extremely rude behavior. His language was unprofessional and disrespectful, which is not what I expect from a well-known brand like Domino's.

To make matters worse, the food arrived cold and soggy, clearly showing that it had been sitting out for a while before being delivered. The whole experience was highly disappointing. I've attached a picture of the manager to ensure this issue is addressed. Domino's needs to seriously reconsider their staff training and improve their service standards. I won't be ordering from this outlet again, and I advise others to avoid it as well."
4,Test is good and any  one dish of rice is enough for two persons. Fry noodles are yumm..
5,"Good in taste and quality, Perfect in quantity, you can customize ur order like no onions or garlic and they accept it. Good packing too. Must go place/order food from Noodle Box"
3,This place is pretty average. The food is not great but the prices are abit high. Not worth the price.
5,"awesome chinese ....
dont expect old normal chinese, he has something different n delicious for us ....
completely delighted ....."
5,Absolutely nice place to try a really good chinese food
5,"The most beautiful Modaks i've ever seen😍 High quality sweets, i absolutely love this place. The moment you walk in, you get lost & mesmerized by the variety of mithais & various snacks.
Their Motichur Ladoo & Boondi Ladoos are simply the best!
Pricey but great taste, it's worth it😋😋"
5,One of the reputed sweet and confectionery shops in Thane serving wide range ofquality products.
5,"It is the best Chain for sweets in Thane.
The sweets here do not taste too sugary.
They serve a range of sweets.
You should try their kalakand and mango barfi.
The Bengali sweets are very good as well.
The Chat they have here is great their Chole Tikki and Dahi Wada are highly recommended
Their savouries are decent as well.
The cost of course will be higher than all the places around."
4,"It is a seafood restaurant, wonderful for people looking for konkani/malvani cuisines. Ambience is inspired by typical konkan houses. Best starter to go with is fish fingers. Chinese and other dishes are quite average. Staff is kind but yet a professionalism would be appreciated. Service can be faster. Overall had a great experience. Best pick for family time. Visit the place for dinner for a pleasing environment."
2,"Highly overpriced... Average taste
Nothing special in chat items.
Tastes very average."
4,Ribbons & balloon cakes are best compared to all other brands. I have purchased cake several times from this store. People working here are polite and eager to help. Do try their hot brownie which just melts in the mouth. Chocolate pastries are just love. They have a variety of cakes and they keep launching new flavours every 2-3 months.
1,"Third class shop, they sold the expire pastry to me, I have checked that after reaching home I live in dombiwali"
1,Worst experience....dont buy cake from ribbons & ballons ...we found a big hair in cake...
1,"Bought a premium birthday cake and after cutting(at home) it tasted as if it was rotten. Immediately it was brought to the attention of local store in kalwa(during shop closing hours), with the remaining cake of it for them to taste.

The shopkeeper said the cake was handed over to me in good condition during purchase and rotting took place at the customer's end due to lack of necessary care. However, informed the cake was only 30 mints out of the fridge(10 mints travelling and 20 mints before cutting) and was in well packed condition.

I informed store not to provide me a refund nor I asked for another cake, I just wanted to highlight this to the RB team to avoid recurrence that could create unnecessary health issues.

Unfortunately, the shopkeeper hesitated to raise the complaint form and started criticizing blaming me  which was most unexpected and saddening part, maybe he was in a hurry to close the store and leave for his home.

Later, I had no choice but to leave the cake at store with the incomplete complaint form(left incomplete due to the rude & arrogant behaviour of the store keeper). However, during the discussion with the store - observed that they switched-off their fridge at Night hours, may be to control electricity bills and eventually leading to rotting of these cakes.

With no support from the store I had to put a review on the internet for people to see and understand that, maybe RB(kalwa) does not care about its customer health. Therefore, suggest all dear customers to check product quality at such shops(if feasible) itself before purchasing to avoid any serious health issues. Secondly, suggest RB(kalwa) staff/owner to check their staff behaviour and quality of products before selling them, as you may jeopardize your valued customers health.
Rest I prefer leaving to people decision."
5,I’ve tried this for the first time. There’s many types of cakes shown on display at any time of the day here. Amazing taste. Quality was so good ! Absolutely loved it. Easily the best baker in the area. Cake was very fluffy and soft. The pastries are a delicacy for real. Amazing variety. Absolutely lovely taste. I shop from here for every occasion in my house. And everyone loves cake whether there’s an occasion or not.
3,The restaurant is on good location. Having good varieties of South Indian food. Staff is nice and supportive. Fast order and fast delivery. There are some things which I don't like. The food was okay not so great as I expected. Prices are okay because it's inside the mall.
4,"R-mall is located on the ever busy Ghodbunder road, near Manpada area. Being away from the densely populated residential localities results in less footfalls at the mall. One may find the place deserted most of the time. So many of shops are closed. But this gloomy ambience should not spoil your shopping experience. As many good options for shopping are available in the mall. In the basement is the paid parking lot. On the top floor is the food court and amusement centre for kids. Evening onwards it's difficult to reach to the Mall due to increased traffic..."
3,"There are few good stores, but still not the best. Architectural design of the mall is not good, after entering the mall you not feel waoo..
It feels like it's was made for some commercial complex than converted into mall.
And now few stores also closed..."
3,"Ac doesn't work at times and even Washrooms are not good

The pics are from ""the village "" on the 3rd floor of the bldg"
4,"Nice place to visit for shopping, eating and studying (Crossword). This place has everything from small shops having decorative items to large shopping centres such as More Megastore, Croma , Brand Factory and much more. It has KFC, MCD and it's own food court."
5,"Best place for big family dinner or lunch. Very nice place. veri big. very nice atmosphere. Live music. Very old hotel. Best place for family and friends. Very nice quality in quantity. Very nice test. Must try kabab, tandoori and mutton handi. Superb test. Play area for kids. Visit once with your family. Very helpful and supportive staff."
3,"We visited for a birthday celebration and had an okay experience, but it could have been better. We ordered a couple of starters, including Chicken Pahadi Kabab and Chicken Lollipop, but both were drier than usual, and the meat was quite chewy. The ambiance was decent, but the table and chairs were not in the best condition—they even had to add support to the table.

There was live singing, which added to the atmosphere, but it was a bit too loud at times. However, the artist was kind enough to dedicate a birthday song for our friend, which was a nice touch.

Overall, the experience was average. Given the name and the reviews, we expected a bit more.

Food: ⭐⭐⭐☆☆ (3/5)
Service: ⭐⭐⭐☆☆ (3/5)
Overall: ⭐⭐⭐☆☆ (3/5)"
3,I order dilkhush kebab bombil fry and mutton biryani which was ok in taste I think this could be more better according to the price sitting are was good I think they should improve their food quality
3,"Food is good, but it's very very noisy.
They have some fountains in there, they make soooooo much noise.
Also I think they don't have any AC sitting."
4,"Good place for visit and making parties, it's a simple type place and open garden view and having marriage hall."
5,"Nice place inside Rustumjee' A,B,C wings complex. Their placement is such that it doesn't get easily noticed. They should put their nameplate at a better place which will make them more visible..an easel stand with their branding put outside might help. Inside they have 4-5 chairs for seating. Great choices of icecream flavors."
1,"Just visited their outlet. All Ice cream was in a melted state. They were scooping out ice cream from their tins in the most unhygienic way. Literally using their unwashed hands. As the tin ice cream was hard, it slipped out and fell on a dirty tray. They put it back on the cone and offered us. When we objected - plainly said sorry. A so called premium ice cream outlet with the most unhygienic staff. Sad!"
4,A very tiny ice cream shop at A wing of Azziano Block at Rustomjee Urbania.  There is seating just enough for a few people.  So it is better to buy ice creams and head out of this parlour. They have all of their flavours stocked and also provide family packs that are value for money.  They do make and serve milk shakes they are known for.  Their speciality is their hand churned ice cream that is more creamy. Their fruit ice cream is sold based on season as they use fresh fruit.  They supply salt and chilly mix that goes well with their guava ice cream.  That one is a must try.
5,I ate Panipuri & guava flavour. One of the best ice cream parlour. Now this will come always first in my list. Paisa-vasool + innovation of ice creams. Must Must try. Definitely you will not disappoint.
4,"A good place to enjoy ice-creams. This chain of ice-cream parlor has come up everywhere in Mumbai and Thane. The variety are similar to Naturals. Kids like the oreo flavor. Adults like vanilla and tender coconut. There are lot of other options. Small scoop is ₹60, Medium ₹85 large ₹110. The place is clean. Staff helpful. It's open till 12 midnight."
3,"Monginis is a well-known brand in cakes and pastries segment. This franchise located in Vitawa (Thane Belapur Rd) They are having huge range of cakes. You can find here typical bakery products like cakes, pastries, muffins, sweet rolls, veg- nonveg stuffed patis etc. We have ordered cakes so many times from here. Good taste and quality. They deliver orders at home. Staff is so customer friendly. I guess they all are family members thats the secret may be behind successful cake shop. Place is little small. You can't seat and eat things inside or outside there. They accept cash-card payments."
1,"Worst experience. We had taken half kg cake for my birthday from this shop. At the time of purchasing the cake they told us that this is fresh cake came from bakery today only. We invited some friends and relatives for my birthday. And aftercutting the cake we realized that cake was not fresh. It felts spongy and taste was salty and not sweet. My all celebration mood was gone because of this cake. After that we just throw that cake and gone in cake shop with a peace of cake and show them that cake was not fresh. They also realize that cake was not fresh but still keep on saying that cake is fresh u are not understanding the taste. After so much argument they give us small cake as a compensation. But it was useless because all of my friends and other guest gone without eating cake on that birthday.
Really my that birthday becomes worst because of the cake from this monginous shop.

Reply came after 3 years. It shows what kind of service and priority you are giving to your valuable customers"
1,"Worst cake. They forced to buy rasmalai cake when asked for pineapple cake . Cake had chocolate base inside while rasmalai always has vanilla base, the rasmalai on top was stinking and there were little insects inside. The cake was hard as rock and it was too old. When called for complain they said it was fresh and can’t help u without the return of the cake. We took the cake to a party and it was such a bad experience. Monginis being a good brand we decided to stop by for a cake but the experience was worst. Don’t  buy from here… they don’t serve fresh cakes."
5,"Good quality cakes fresh cake .

New management .

Cooperative staff"
5,Best cake shop in locality
